Zip/ZCTA,2010 Population,Land-Sq-Mi,Density Per Sq Mile
29670,8673,55.174,157.1936057
32195,3328,21.172,157.1887398
19947,18799,119.679,157.0785184
12123,5124,32.625,157.0574713
17023,3535,22.509,157.0482918
61317,513,3.267,157.0247934
70733,1621,10.329,156.9367799
35054,4101,26.137,156.9040058
13032,12790,81.521,156.8920892
20613,11860,75.595,156.8886831
43443,1834,11.693,156.8459762
63853,244,1.556,156.8123393
73045,10378,66.193,156.78395
38355,5882,37.518,156.7780799
81004,25540,162.907,156.7765658
22731,139,0.887,156.7080045
99785,388,2.477,156.6410981
80513,10296,65.734,156.6312715
78653,16375,104.615,156.5263108
27320,39351,251.437,156.5044126
36260,4247,27.149,156.4330178
98382,26856,171.681,156.4296573
32631,291,1.861,156.3675443
31768,23617,151.053,156.349096
27050,3893,24.9,156.3453815
13076,2393,15.308,156.323491
60135,7248,46.369,156.3113287
65079,4729,30.267,156.2427727
14881,192,1.229,156.2245728
99224,18289,117.074,156.2174351
30555,2061,13.196,156.183692
72826,47,0.301,156.1461794
28777,10638,68.148,156.1014263
63389,6336,40.591,156.0937154
25510,5074,32.509,156.0798548
3071,5109,32.735,156.0714831
48049,5582,35.766,156.0700106
15333,2150,13.788,155.9326951
29040,8767,56.223,155.9326254
72802,20973,134.562,155.8612387
17824,4115,26.41,155.8121924
17930,476,3.055,155.8101473
46947,28866,185.319,155.763845
31047,11193,71.865,155.7503653
95742,7749,49.772,155.6899462
37876,29246,187.894,155.6515908
37347,7559,48.585,155.5829989
49302,7585,48.76,155.5578343
25535,2783,17.893,155.5356843
28334,24908,160.211,155.469974
25823,2176,14.001,155.4174702
4280,6474,41.659,155.4045944
42061,55,0.354,155.3672316
52163,276,1.777,155.3179516
37708,6563,42.259,155.3041956
35180,13794,88.835,155.2766365
55066,18564,119.588,155.2329665
38327,477,3.075,155.1219512
46563,23599,152.237,155.0148781
47670,12352,79.683,155.0142439
36092,20274,130.801,154.998815
71602,17982,116.029,154.9784968
54449,26418,170.478,154.9642769
39571,13179,85.05,154.9559083
43146,12369,79.835,154.9320473
92082,19037,122.877,154.927285
65270,17681,114.136,154.9116843
28681,25910,167.29,154.880746
33523,18313,118.367,154.7137293
24219,11265,72.824,154.6880149
45833,10667,68.977,154.6457515
46989,5195,33.593,154.645313
45156,98,0.634,154.5741325
30153,18411,119.15,154.5195132
41650,534,3.457,154.4691929
30563,5373,34.787,154.4542502
41240,6916,44.794,154.395678
42060,130,0.842,154.3942993
35905,6410,41.521,154.3797115
44677,2543,16.481,154.2988896
70090,7671,49.754,154.1785585
70454,24954,161.857,154.1731281
12978,403,2.614,154.1698546
17090,5216,33.839,154.1416709
16641,2598,16.855,154.1382379
96720,46165,299.533,154.1232519
26521,346,2.245,154.1202673
29061,13717,89.021,154.0872378
78101,7898,51.27,154.0472011
74857,9288,60.3,154.0298507
12578,2411,15.654,154.0181423
15778,140,0.909,154.0154015
97838,25346,164.575,154.0088106
87941,1216,7.896,154.0020263
28712,19347,125.66,153.963075
4856,3330,21.639,153.8888119
28102,78,0.507,153.8461538
62233,10037,65.254,153.8143256
25213,5512,35.84,153.7946429
75682,473,3.076,153.7711313
49770,16862,109.681,153.7367457
56308,23961,155.864,153.730175
70526,19206,124.959,153.6984131
46703,18029,117.356,153.6265721
62260,7290,47.454,153.6224554
31816,6091,39.671,153.5378488
23838,15341,99.935,153.5097814
49065,6662,43.411,153.4634079
45331,22930,149.512,153.3656161
19956,15500,101.076,153.3499545
14475,234,1.526,153.3420708
39042,34198,223.073,153.3040753
17028,3720,24.271,153.2693338
16637,2873,18.748,153.2430126
20180,6549,42.738,153.2359961
25165,612,3.994,153.2298448
83353,1335,8.715,153.1841652
3851,4040,26.38,153.146323
16301,16321,106.598,153.1079382
6365,4720,30.83,153.0976322
20611,1078,7.044,153.0380466
44621,4624,30.215,153.0365712
72007,6708,43.836,153.024911
36549,4271,27.913,153.0111418
83202,21608,141.231,152.9975714
24486,3490,22.819,152.9427232
49942,156,1.02,152.9411765
28443,17512,114.561,152.8617942
5156,9226,60.361,152.847037
4571,323,2.117,152.5743977
65566,772,5.06,152.56917
43725,20357,133.454,152.5394518
18436,13853,90.856,152.4720437
17329,2494,16.358,152.4636264
41142,91,0.597,152.4288107
47421,27831,182.727,152.3091826
23336,2941,19.313,152.2808471
19968,9549,62.709,152.2747931
35769,9537,62.634,152.2655427
65473,15059,98.972,152.1541446
16155,103,0.677,152.1418021
23176,656,4.313,152.0983074
98266,3642,23.953,152.0477602
43750,164,1.079,151.9925857
43025,5306,34.911,151.9864799
15458,2379,15.653,151.9836453
13675,160,1.053,151.9468186
97539,3329,21.91,151.9397535
30143,21145,139.259,151.8393784
12025,5505,36.267,151.7908843
21758,4921,32.435,151.7188223
2539,4067,26.807,151.7141045
99163,31404,206.999,151.7108778
3261,4246,27.993,151.6807773
93420,28413,187.363,151.6468033
28326,17646,116.364,151.6448386
49125,2046,13.497,151.5892421
15777,170,1.122,151.5151515
84513,1710,11.292,151.434644
55912,28483,188.106,151.4199441
29550,32284,213.25,151.3903869
95437,14799,97.771,151.3639014
76033,24819,164.002,151.3335203
67133,6379,42.188,151.2041339
53913,19881,131.491,151.1966598
8343,5030,33.274,151.169081
20677,2322,15.361,151.1620337
24064,4963,32.836,151.1450847
89423,10465,69.256,151.1060414
13053,5015,33.191,151.0951764
43412,4362,28.88,151.0387812
77378,14685,97.249,151.0041234
71270,30887,204.57,150.9849929
46151,30921,204.873,150.9276479
38826,4703,31.179,150.8387055
37080,7384,48.957,150.8262353
56320,8080,53.572,150.8250579
97022,3722,24.689,150.7553971
47136,4178,27.714,150.7541315
85256,4974,33.009,150.6861765
12106,2193,14.574,150.4734459
46146,117,0.778,150.3856041
43786,32,0.213,150.2347418
37694,1955,13.013,150.234381
49611,236,1.571,150.222788
25696,295,1.964,150.203666
28779,16111,107.303,150.1449167
29322,8781,58.491,150.1256604
78028,37620,250.675,150.074798
78538,10657,71.012,150.0732271
15940,3992,26.604,150.0526237
30233,23218,155.047,149.7481409
19953,4386,29.302,149.6826155
45865,4745,31.708,149.6467768
28391,5302,35.434,149.6302986
93635,38776,259.206,149.5953026
27583,6921,46.276,149.5591667
16631,90,0.602,149.5016611
98364,45,0.301,149.5016611
62903,2962,19.822,149.4299263
97479,9505,63.61,149.4261909
70301,43037,288.059,149.4034208
4474,3733,24.991,149.3737746
50158,31591,211.495,149.3699615
28621,10472,70.112,149.3610224
44827,7097,47.523,149.3382152
40353,20779,139.152,149.325917
98014,6765,45.308,149.3113799
3281,8785,58.843,149.2955832
60933,302,2.023,149.2832427
23070,431,2.888,149.2382271
85531,623,4.175,149.2215569
3057,2500,16.755,149.2091913
18972,3512,23.539,149.1992013
8241,1103,7.397,149.1145059
94548,412,2.763,149.1132827
28163,5233,35.113,149.0331216
53549,10414,69.879,149.0290359
19734,11651,78.184,149.0202599
80603,11973,80.368,148.9772049
98932,5032,33.787,148.9330216
30807,92,0.618,148.8673139
70555,7372,49.523,148.8601256
20606,431,2.897,148.7745944
55020,3717,24.985,148.7692616
49460,8126,54.626,148.7570022
78266,5591,37.586,148.752195
54021,6622,44.536,148.6887013
76253,230,1.547,148.6748546
54669,7619,51.267,148.6141182
49307,20112,135.419,148.5168256
41635,3056,20.582,148.4792537
12863,533,3.59,148.4679666
27205,33216,223.729,148.4653308
46356,17524,118.05,148.4455739
43162,6926,46.687,148.3496477
13456,4164,28.072,148.3328584
46036,11663,78.63,148.3276103
75076,7378,49.749,148.3044885
28612,12397,83.635,148.2274168
14432,5726,38.638,148.1960764
34448,10797,72.877,148.1537385
98253,1837,12.401,148.1332151
4085,1786,12.061,148.0805903
33875,11108,75.061,147.9863045
77515,30309,204.845,147.9606532
98240,3061,20.689,147.9530185
21717,54,0.365,147.9452055
29388,14470,97.817,147.9292965
54417,46,0.311,147.9099678
6076,12659,85.61,147.8682397
18323,275,1.86,147.8494624
29627,18367,124.247,147.8265069
67501,27212,184.121,147.7941137
19547,4222,28.578,147.7360207
64093,27608,186.969,147.6608422
45864,163,1.104,147.6449275
53032,4757,32.226,147.613728
40383,22408,151.846,147.5705649
8310,1670,11.32,147.5265018
77541,17412,118.031,147.5205666
75409,11831,80.21,147.5003117
48005,5379,36.476,147.4668275
93926,8726,59.204,147.38869
44627,6845,46.449,147.3659282
37874,14979,101.656,147.3498859
85396,12163,82.581,147.2856953
40391,35262,239.432,147.2735474
21053,3305,22.444,147.2553912
97055,17350,117.839,147.2347864
25432,121,0.822,147.2019465
36205,635,4.314,147.1951785
14011,9822,66.804,147.0271241
72527,583,3.966,146.9994957
48428,5027,34.205,146.9668177
21082,654,4.45,146.9662921
3446,6285,42.768,146.9556678
24733,853,5.805,146.9422911
2652,1175,7.998,146.9117279
79938,53520,364.336,146.8973695
61264,10548,71.808,146.8917112
38358,12121,82.53,146.8678056
2898,1696,11.55,146.8398268
78541,42431,288.996,146.8221013
5602,11916,81.193,146.7614203
96113,1000,6.815,146.7351431
99301,68191,464.867,146.6892681
32095,7302,49.819,146.5705855
25159,5163,35.253,146.4556208
1267,7989,54.554,146.4420574
19520,5465,37.333,146.3852356
30103,14781,100.999,146.3479836
63020,20714,141.549,146.3380172
64153,5358,36.623,146.3015045
13794,105,0.718,146.2395543
55008,14685,100.503,146.1150413
61528,2668,18.282,145.9358932
89428,179,1.227,145.8842706
43506,14830,101.657,145.8827233
50105,1158,7.938,145.8805745
20776,3289,22.55,145.8536585
61443,14214,97.531,145.7382781
53184,4271,29.31,145.7181849
11930,1343,9.218,145.6932089
56374,9868,67.738,145.6789394
74068,111,0.762,145.6692913
21160,2408,16.537,145.6128681
47610,5195,35.681,145.5956952
70030,4585,31.498,145.5647978
74350,862,5.922,145.5589328
70080,1556,10.693,145.515758
42124,55,0.378,145.5026455
32112,7713,53.077,145.3171807
73165,5809,39.975,145.3158224
48836,13510,92.995,145.2766278
26047,6222,42.837,145.2482667
60442,9924,68.327,145.2427298
85707,658,4.533,145.1577322
33876,4968,34.229,145.1400859
53119,5608,38.641,145.1308196
18942,3260,22.463,145.1275431
36322,9072,62.511,145.1264577
54171,3362,23.175,145.0701187
5677,2232,15.389,145.038664
98350,460,3.172,145.0189155
98674,12029,82.948,145.0185658
64016,4713,32.507,144.9841573
80908,13827,95.375,144.9750983
48415,9471,65.333,144.9650253
65654,159,1.097,144.9407475
29360,20977,144.916,144.7528223
18053,2375,16.409,144.737644
28645,47703,329.73,144.6729142
95320,12819,88.63,144.6349994
76501,16897,116.835,144.6227586
23050,598,4.137,144.5491902
35058,9936,68.776,144.4690008
30677,17065,118.15,144.4350402
55308,9064,62.756,144.4324049
74401,17476,121.018,144.4082698
43331,4485,31.059,144.4025886
31556,67,0.464,144.3965517
67062,4156,28.787,144.3707229
30564,4463,30.914,144.3682474
24354,15315,106.126,144.3095943
95446,4750,32.919,144.2935691
70374,7125,49.392,144.2541302
77486,6851,47.498,144.2376521
36022,13092,90.777,144.2215539
43113,23717,164.483,144.191193
74844,371,2.573,144.1896619
27525,13338,92.508,144.1821248
44046,2222,15.412,144.1733714
87566,3000,20.814,144.1337561
32168,23642,164.035,144.1277776
25090,203,1.409,144.0738112
70420,7345,51.022,143.9575085
49224,14224,98.828,143.9268224
10958,3291,22.866,143.9254789
25634,771,5.357,143.923838
44846,3301,22.949,143.8406902
25420,4024,27.982,143.8067329
76354,11270,78.475,143.6126155
38632,24377,169.761,143.5959967
14001,9464,65.911,143.587565
44217,4142,28.849,143.5751673
7838,3568,24.879,143.4141244
47437,123,0.858,143.3566434
78050,767,5.352,143.3109118
29682,3818,26.654,143.2430404
51459,75,0.524,143.129771
6420,4182,29.225,143.0966638
47001,10422,72.845,143.070904
11975,408,2.852,143.0575035
48118,12552,87.743,143.0541468
16226,8279,57.877,143.0447328
48827,15971,111.667,143.0234537
40050,1389,9.714,142.9894997
78742,820,5.735,142.9816914
53190,19200,134.295,142.9688373
75173,4353,30.459,142.9134246
37354,16483,115.344,142.9029685
42044,3404,23.829,142.8511478
92549,3926,27.485,142.8415499
49930,6987,48.917,142.8337797
71292,21541,150.827,142.8192565
46126,4668,32.701,142.7479282
43519,184,1.289,142.746315
37160,32744,229.614,142.604545
49901,346,2.427,142.5628348
26205,3690,25.899,142.4765435
40448,53,0.372,142.4731183
42058,2336,16.397,142.4650851
3452,5457,38.312,142.4357904
22448,599,4.206,142.4155968
98247,9072,63.703,142.4108755
65301,34267,240.636,142.4018019
16223,154,1.082,142.3290203
49101,3104,21.814,142.2939397
82005,417,2.931,142.272262
49837,9795,68.851,142.2637289
53021,4709,33.104,142.2486709
31305,5989,42.108,142.2295051
98579,12870,90.488,142.2288038
15679,3343,23.506,142.2190079
56071,11817,83.095,142.2107227
24831,250,1.758,142.2070535
97527,33713,237.097,142.1907489
43105,8147,57.297,142.1889453
48880,10669,75.037,142.1831896
55359,5954,41.876,142.1816792
29527,22027,154.925,142.1784735
15322,2018,14.201,142.1026688
51341,49,0.345,142.0289855
23169,1325,9.33,142.0150054
13476,3032,21.356,141.9741525
70578,16122,113.558,141.9715035
1349,1091,7.685,141.9648666
4963,7238,51,141.9215686
22603,13910,98.02,141.9098143
25690,249,1.755,141.8803419
75779,122,0.86,141.8604651
84529,180,1.269,141.8439716
87529,3600,25.38,141.8439716
72019,23346,164.618,141.8192421
12451,1674,11.806,141.792309
13340,8205,57.874,141.773508
21798,2345,16.544,141.7432302
30643,16382,115.597,141.7164805
46001,10459,73.833,141.6575244
70770,2923,20.638,141.6319411
12849,385,2.719,141.5961751
44470,3790,26.769,141.5816803
53534,11512,81.313,141.5763777
74015,8064,56.961,141.5705483
95951,2601,18.374,141.5587243
43764,8566,60.514,141.5540206
63047,31,0.219,141.5525114
97366,1460,10.319,141.4865782
62656,20405,144.249,141.4567865
95949,19741,139.567,141.4446108
14482,8275,58.51,141.4288156
3604,69,0.488,141.3934426
14548,4249,30.076,141.2754356
54025,6864,48.596,141.2461931
30276,13866,98.203,141.1973158
78566,16230,114.961,141.1783126
19964,1340,9.499,141.0674808
55060,28911,204.98,141.0430286
55395,2892,20.506,141.0318931
21773,5460,38.719,141.0160386
70743,350,2.482,141.0153102
15467,141,1,141
29671,18030,127.893,140.9772231
43028,7537,53.463,140.9760021
30705,33566,238.142,140.9495175
96740,33321,236.416,140.9422374
48370,1685,11.957,140.9216359
60407,1684,11.955,140.8615642
49858,12088,85.817,140.857872
34705,2500,17.751,140.8371359
12525,3311,23.51,140.8336878
17320,7823,55.564,140.7925995
74830,229,1.627,140.7498463
49333,11191,79.52,140.7318913
75670,17290,122.968,140.605686
18621,6248,44.447,140.5719171
61025,4867,34.632,140.5347655
37082,6107,43.457,140.529719
98019,10725,76.328,140.5120008
63755,24006,170.878,140.4861948
15946,7093,50.5,140.4554455
34436,7938,56.522,140.4408903
24211,9922,70.689,140.3613009
15442,2105,15.002,140.3146247
28386,6319,45.037,140.3068588
95562,3450,24.594,140.2781166
61705,12263,87.427,140.265593
85326,51705,368.675,140.2454737
47842,10085,71.912,140.2408499
35504,13596,96.959,140.2242185
30710,6661,47.511,140.1991118
48631,4643,33.122,140.1787332
41622,228,1.627,140.1352182
23899,351,2.505,140.1197605
39635,170,1.214,140.0329489
55388,5619,40.127,140.0304035
27889,27468,196.286,139.9386609
28532,23320,166.678,139.9104861
14103,11183,79.95,139.8749218
60512,1111,7.944,139.8539778
21111,4903,35.068,139.8140755
42071,29655,212.131,139.7956923
28722,6371,45.589,139.7486236
12956,1259,9.011,139.7181223
32131,4701,33.648,139.711127
40824,559,4.002,139.6801599
46732,3169,22.693,139.6465871
12752,242,1.733,139.6422389
45872,4240,30.365,139.6344476
4227,79,0.566,139.5759717
78657,5509,39.475,139.5566814
30565,4758,34.099,139.5348837
93637,37743,270.534,139.5129633
3782,2945,21.115,139.4743074
80927,604,4.331,139.4597091
45502,16110,115.562,139.405687
40348,600,4.305,139.3728223
95564,462,3.317,139.2824842
48872,7840,56.308,139.2342118
44454,1153,8.286,139.1503741
32617,4109,29.552,139.0430428
24441,6140,44.16,139.0398551
30268,9090,65.382,139.0290906
56024,2759,19.861,138.9154625
16157,3477,25.043,138.8411931
61364,20133,145.07,138.781278
49097,10326,74.414,138.764211
75474,14882,107.29,138.7081741
62541,57,0.411,138.6861314
15320,5384,38.831,138.6521079
26537,5721,41.266,138.6371347
99604,1093,7.886,138.6000507
12522,5172,37.323,138.5740696
60071,3598,25.968,138.5551448
95948,10810,78.022,138.5506652
27233,3390,24.471,138.5313228
2667,2580,18.629,138.4937463
67223,513,3.705,138.4615385
33547,19813,143.096,138.4594957
71033,3510,25.356,138.4287743
6763,2033,14.691,138.3840447
32949,2248,16.246,138.3725225
24058,324,2.342,138.3432963
27842,1493,10.793,138.3303993
43031,12318,89.067,138.3003806
14733,3833,27.723,138.26065
91390,19786,143.12,138.2476244
47441,9269,67.063,138.2133218
45154,9172,66.371,138.1928854
3086,3728,26.979,138.1815486
97459,14096,102.019,138.1703408
26035,2491,18.029,138.1662876
29493,117,0.847,138.1345927
89448,1695,12.283,137.9956037
70721,701,5.08,137.992126
65708,12624,91.506,137.9581667
66083,8910,64.609,137.9064836
62966,15607,113.196,137.8758967
85929,8322,60.377,137.8339434
12043,8509,61.764,137.7663364
49457,10565,76.689,137.7642165
16426,3730,27.079,137.7451161
29704,3721,27.027,137.6771377
70582,19781,143.711,137.6443
17946,263,1.911,137.6242805
76085,8787,63.848,137.6237314
63370,33,0.24,137.5
49130,1659,12.068,137.4709977
14546,4695,34.16,137.441452
13166,5610,40.819,137.4359979
38362,1145,8.333,137.4054962
43078,20885,152.003,137.398604
60401,7797,56.778,137.3243158
63628,16014,116.642,137.2918846
12871,4084,29.758,137.2404059
17321,2238,16.309,137.2248452
12009,7164,52.219,137.1914437
12463,1484,10.821,137.1407448
25606,964,7.031,137.1070971
97355,28613,208.718,137.0892784
7935,313,2.284,137.0402802
37048,6030,44.013,137.0049758
20197,1840,13.432,136.9863014
