Zip/ZCTA,2010 Population,Land-Sq-Mi,Density Per Sq Mile
24731,255,1.277,199.6867659
46755,15062,75.435,199.6685889
15052,3483,17.444,199.6675075
15639,2301,11.525,199.6529284
19946,4420,22.139,199.6476806
98260,5278,26.439,199.6293355
98394,1107,5.546,199.6033177
16033,6165,30.898,199.5274775
45336,153,0.767,199.4784876
30646,6946,34.824,199.4601424
65731,281,1.409,199.4322214
16635,11321,56.776,199.3976328
78363,30463,152.872,199.2712858
62959,26948,135.25,199.245841
28112,26311,132.067,199.224636
53080,5715,28.697,199.1497369
45760,3892,19.557,199.0080278
50211,11192,56.241,199.000729
12974,1599,8.037,198.9548339
43410,10403,52.293,198.9367602
11964,1858,9.34,198.9293362
34433,6647,33.426,198.857177
6093,3322,16.706,198.8507123
78002,8255,41.524,198.8006936
26330,14377,72.343,198.7338098
41059,2712,13.649,198.6958752
93631,15941,80.233,198.6838333
46301,669,3.368,198.6342043
61822,21608,108.79,198.6211968
98562,195,0.982,198.5743381
37732,139,0.7,198.5714286
12186,6277,31.628,198.4633869
75132,294,1.482,198.3805668
4093,8034,40.526,198.2431032
17316,8266,41.729,198.0876609
28584,11396,57.544,198.0397609
33825,24942,126.07,197.8424685
34241,13590,68.704,197.8050769
12566,10753,54.381,197.7345029
29669,12387,62.646,197.7301025
16346,3247,16.433,197.5902148
29690,20914,105.853,197.5758835
54467,13635,69.022,197.5457101
4364,6025,30.515,197.4438801
28577,522,2.645,197.3534972
88048,3862,19.572,197.3227059
33621,1643,8.33,197.2388956
35957,15693,79.576,197.2077008
83644,9976,50.643,196.9867504
36528,1237,6.281,196.9431619
75160,23627,119.979,196.9261287
12701,11324,57.508,196.911734
55057,24602,125.018,196.7876626
19541,4403,22.377,196.764535
18221,389,1.977,196.7627719
27929,1166,5.926,196.7600405
56591,170,0.864,196.7592593
14472,8598,43.712,196.6965593
97351,10307,52.421,196.6196753
72553,69,0.351,196.5811966
42101,55648,283.11,196.5596411
3032,4953,25.202,196.5320213
56376,358,1.822,196.4873765
31069,18948,96.452,196.4500477
71426,229,1.166,196.3979417
17948,5029,25.607,196.3916117
37890,6668,33.96,196.3486455
61519,233,1.187,196.2931761
97495,1450,7.387,196.2907811
29842,7675,39.101,196.28654
27508,2053,10.461,196.2527483
35040,14965,76.326,196.0668711
62896,12626,64.403,196.046768
12977,1753,8.945,195.9754053
33860,22886,116.819,195.9099119
53551,8273,42.229,195.9080253
98421,1308,6.684,195.6912029
95652,739,3.777,195.6579296
62965,125,0.639,195.6181534
40004,28245,144.417,195.5794678
44062,14972,76.564,195.5488219
20711,6643,33.997,195.3995941
39466,27738,142.142,195.1428853
68524,5983,30.662,195.1275194
60109,560,2.87,195.1219512
57064,5072,26.014,194.9719382
91901,17403,89.262,194.9653828
39307,18603,95.435,194.9284854
78133,16269,83.638,194.5168464
55327,3478,17.889,194.4211527
74017,28057,144.354,194.36247
26422,606,3.118,194.355356
6750,1446,7.441,194.3287193
62848,636,3.274,194.2577886
6778,1378,7.094,194.2486608
3257,4455,22.935,194.2446043
77662,27035,139.212,194.2002126
28451,27112,139.665,194.1216482
84784,2745,14.146,194.0477874
21056,267,1.376,194.0406977
15714,5323,27.436,194.0151626
38555,18809,97,193.9072165
58503,25734,132.822,193.7480237
38024,27406,141.466,193.7285284
71603,34343,177.274,193.7283527
45147,147,0.759,193.6758893
29803,36843,190.357,193.5468619
56201,23173,119.767,193.4840148
53073,15757,81.465,193.4204873
48838,17863,92.404,193.3141422
24605,9301,48.144,193.1912596
1827,3179,16.456,193.1818182
98597,21557,111.595,193.1717371
15438,2221,11.518,192.8286161
28358,38738,200.961,192.7637701
8561,226,1.173,192.6683717
19362,5815,30.182,192.664502
85215,15963,82.872,192.6223574
3901,7246,37.646,192.4772884
41659,520,2.702,192.450037
65583,12307,63.958,192.4231527
22701,31444,163.411,192.4227867
21733,1163,6.044,192.4222369
20129,618,3.212,192.4034869
75662,24536,127.582,192.3155304
68901,26354,137.104,192.2190454
48457,8436,43.894,192.1902766
78382,19364,100.758,192.183251
2367,2820,14.674,192.176639
53118,7202,37.477,192.1711983
52627,13105,68.2,192.1554252
28501,20389,106.128,192.1170662
92301,32725,170.503,191.9321068
8314,2511,13.085,191.8991211
30110,13349,69.578,191.8566213
20132,15900,82.909,191.7765261
55328,8541,44.543,191.7473004
49323,9410,49.094,191.6731169
12789,1838,9.59,191.6579771
3751,583,3.042,191.6502301
46540,11702,61.118,191.4656893
35116,4240,22.148,191.4394076
4430,1728,9.027,191.4257228
46952,20308,106.091,191.4205729
56389,111,0.58,191.3793103
32544,1818,9.5,191.3684211
71909,15508,81.066,191.3009153
34610,12907,67.485,191.2573164
29455,20478,107.103,191.1991261
6282,1096,5.733,191.1739055
19526,11039,57.757,191.1283481
43950,16762,87.704,191.1201314
62048,1459,7.634,191.1186796
66502,43850,229.567,191.0117743
14892,8189,42.876,190.9926299
35070,265,1.388,190.9221902
98134,644,3.374,190.8713693
40737,1379,7.229,190.7594411
18334,4156,21.793,190.7034369
45365,30561,160.42,190.5061713
48434,104,0.546,190.4761905
3451,4077,21.413,190.3983561
1373,4600,24.161,190.3894706
29016,16393,86.13,190.3285731
70343,5504,28.931,190.2457571
43040,31790,167.181,190.1531873
41849,193,1.015,190.1477833
48623,13993,73.617,190.0783786
1057,8534,44.908,190.0329563
44255,7987,42.044,189.9676529
98941,919,4.838,189.9545267
27959,2789,14.685,189.9216888
97540,7930,41.772,189.8400843
99337,29845,157.225,189.8235014
24740,30435,160.352,189.8011874
87501,15147,79.817,189.7716025
38947,445,2.345,189.7654584
35739,5146,27.12,189.7492625
60449,9217,48.593,189.6775256
63039,726,3.828,189.6551724
43433,95,0.501,189.6207585
8348,275,1.451,189.5244659
43311,19240,101.558,189.448394
84627,6310,33.309,189.43829
41810,502,2.651,189.3625047
93616,2627,13.874,189.34698
18252,11188,59.127,189.219815
77523,17031,90.007,189.2186163
70517,26500,140.051,189.2167853
88011,27698,146.4,189.1939891
54729,31469,166.37,189.1506882
15612,474,2.507,189.0706023
11965,534,2.825,189.0265487
64058,6659,35.236,188.9828584
3217,2076,10.989,188.9161889
24168,187,0.991,188.6982846
95975,1769,9.379,188.6128585
43430,4783,25.359,188.6115383
40965,13570,71.948,188.6084394
27299,5190,27.522,188.5764116
6751,3577,18.977,188.4913316
37330,6784,36,188.4444444
33430,21427,113.743,188.3808234
28339,6751,35.837,188.3807238
79908,3673,19.504,188.3203445
77356,24498,130.091,188.3143338
12583,2451,13.019,188.2633075
55713,1017,5.403,188.2287618
27943,504,2.678,188.2001494
28371,6519,34.663,188.0679687
44833,17121,91.112,187.9115814
1468,4021,21.4,187.8971963
16826,616,3.279,187.8621531
40743,229,1.219,187.8589007
94558,66830,355.755,187.8540006
29364,592,3.152,187.8172589
4756,3344,17.819,187.6648521
75110,28132,149.947,187.6129566
61535,1629,8.683,187.6079696
79602,21519,114.795,187.4558996
39305,20431,108.994,187.4506854
62249,15971,85.207,187.4376518
45387,5169,27.583,187.398035
83835,19990,106.687,187.3705325
16053,4020,21.455,187.3689117
95037,45579,243.393,187.2650405
17777,7056,37.688,187.2213967
98512,28130,150.258,187.2113298
96003,44461,237.55,187.1648074
35673,8199,43.816,187.1234252
95604,75,0.401,187.032419
78264,12339,65.978,187.0168844
48846,20269,108.408,186.9695963
49116,394,2.108,186.9070209
8247,925,4.949,186.9064457
24431,2656,14.211,186.8974738
80543,5887,31.517,186.7880826
96780,557,2.982,186.787391
13795,3800,20.355,186.6863179
13662,16582,88.844,186.6417541
68042,122,0.654,186.5443425
31217,18408,98.696,186.512118
73567,860,4.611,186.5105183
18242,235,1.26,186.5079365
50501,29078,155.962,186.4428515
95420,374,2.006,186.440678
44606,7819,41.955,186.3663449
12491,1675,8.989,186.3388586
8317,1344,7.213,186.3302371
72404,23482,126.033,186.3162822
43050,29050,155.934,186.2967666
33955,10060,54.035,186.1756269
53538,18468,99.213,186.1449608
21787,10693,57.455,186.1108694
27357,7894,42.417,186.1046279
15736,613,3.294,186.095932
49319,16181,86.988,186.0141629
72761,21211,114.046,185.9863564
44280,4557,24.502,185.9848176
45806,11158,60.032,185.8675373
73068,11707,63.004,185.8135991
14479,275,1.48,185.8108108
45327,8917,47.998,185.7785741
53105,29225,157.5,185.5555556
12184,7148,38.527,185.5322242
97338,20045,108.067,185.4867813
49078,8902,47.997,185.4699252
14170,2286,12.326,185.4616258
72037,28,0.151,185.4304636
45828,6125,33.037,185.3981899
24095,4677,25.233,185.3525146
29376,6909,37.292,185.2676177
83626,1192,6.434,185.2657756
24147,1201,6.484,185.2251696
29461,30141,162.727,185.2243328
31061,43755,236.504,185.0074417
66762,24786,133.983,184.9936186
37618,12747,68.943,184.8918672
95430,44,0.238,184.8739496
28625,36189,195.756,184.8678968
30510,8291,44.854,184.8441611
28080,7299,39.503,184.7707769
6419,6525,35.331,184.6820073
83301,52010,281.689,184.6362478
3825,8512,46.103,184.6300675
27330,37947,205.534,184.6263878
18337,14572,78.934,184.6099273
48117,10124,54.865,184.5256539
54458,124,0.672,184.5238095
75157,310,1.68,184.5238095
24293,10791,58.506,184.4426213
25550,9077,49.236,184.3569746
30173,6221,33.746,184.3477746
75764,233,1.264,184.335443
28730,9133,49.546,184.3337505
22579,155,0.841,184.3043995
3036,4782,25.947,184.2987629
15086,300,1.628,184.2751843
37331,7656,41.549,184.2643626
17565,2537,13.771,184.2277249
48003,6070,32.988,184.0063053
37806,2868,15.592,183.9404823
49098,5966,32.435,183.937105
45433,2011,10.934,183.9217121
32226,15761,85.705,183.8982556
6057,6707,36.473,183.8894525
22660,1689,9.187,183.84674
44254,4833,26.289,183.8411503
49331,16627,90.457,183.8110926
75758,9072,49.379,183.7218251
56287,81,0.441,183.6734694
6791,5666,30.86,183.6033701
15454,237,1.291,183.5786212
76008,13602,74.122,183.5082701
97333,21377,116.507,183.4825375
34601,22336,121.74,183.4729752
62401,19096,104.161,183.3315732
31302,7853,42.855,183.245829
18058,9464,51.65,183.2333011
73557,427,2.331,183.1831832
39359,273,1.491,183.0985915
1083,2888,15.78,183.0164766
17222,10749,58.742,182.9866195
17015,20798,113.685,182.9440999
21727,5850,31.995,182.8410689
3249,7113,38.907,182.8205721
49348,12153,66.488,182.7848634
10986,1974,10.802,182.7439363
7863,4332,23.716,182.6614943
28315,11681,63.951,182.6554706
40923,735,4.024,182.6540755
4039,7422,40.639,182.6324467
28616,493,2.7,182.5925926
25015,4691,25.701,182.5220809
48734,7444,40.821,182.3571201
85336,700,3.839,182.3391508
3835,6786,37.218,182.3311301
4079,3871,21.233,182.3105543
76247,13098,71.848,182.3015254
94952,32858,180.241,182.3003645
40023,4118,22.592,182.2769122
20779,1182,6.491,182.0982899
2892,4988,27.394,182.083668
38639,1257,6.907,181.9892862
47111,14533,79.868,181.9627385
6371,9952,54.714,181.8912892
12132,338,1.859,181.8181818
20680,1119,6.156,181.7738791
45309,12123,66.704,181.7432238
3844,2238,12.315,181.7295981
14414,7142,39.305,181.7071619
48722,3123,17.187,181.7071042
97362,4338,23.886,181.6126601
6279,6041,33.294,181.444104
54403,24272,133.774,181.4403397
44481,10408,57.401,181.3208829
43938,5794,31.955,181.3174777
47102,7255,40.026,181.2571828
70776,6043,33.363,181.1287954
38401,54469,300.744,181.1141702
26275,744,4.108,181.1100292
21524,626,3.459,180.977161
48801,12923,71.447,180.8753342
27597,22181,122.635,180.8700616
61742,1144,6.325,180.8695652
17509,4664,25.788,180.8593144
27556,346,1.914,180.7732497
48054,7339,40.614,180.701236
12564,7338,40.617,180.6632691
43927,74,0.41,180.4878049
71360,35361,195.96,180.4500919
40941,251,1.391,180.4457225
12572,9123,50.559,180.4426512
36568,162,0.898,180.4008909
65043,9452,52.395,180.398893
14487,6025,33.403,180.3730204
12413,2948,16.351,180.2947832
4662,488,2.707,180.2733653
19963,19206,106.658,180.0708808
6277,4140,22.993,180.0547993
44431,4727,26.268,179.9527943
37821,22608,125.664,179.908327
35951,13098,72.828,179.84841
75901,29036,161.471,179.8217637
12585,885,4.922,179.8049573
61938,22409,124.67,179.7465308
71410,124,0.69,179.7101449
11954,3326,18.511,179.6769488
98626,24523,136.522,179.6267268
32413,13128,73.09,179.6141743
30149,1569,8.736,179.6016484
55315,4762,26.519,179.5693654
50124,3750,20.888,179.5289161
16417,8329,46.406,179.4811016
93505,14038,78.229,179.4475195
27909,40699,226.907,179.3642329
64089,11470,63.95,179.3588741
18343,3982,22.208,179.304755
6330,3282,18.305,179.2952745
14589,7854,43.813,179.2618629
23025,233,1.3,179.2307692
87004,10136,56.561,179.2047524
15492,108,0.603,179.1044776
35773,13018,72.696,179.074502
24301,14366,80.228,179.0646657
13148,10750,60.063,178.978739
54880,30772,171.944,178.9652445
20758,721,4.029,178.9525937
13132,4244,23.726,178.8754952
46741,4647,25.992,178.7857802
43761,111,0.621,178.7439614
45885,12661,70.858,178.6813063
8088,24664,138.069,178.63532
56379,16163,90.496,178.6045792
46051,2826,15.825,178.5781991
75401,18552,103.965,178.4446689
73501,20935,117.336,178.4192405
37690,4122,23.114,178.3334775
4543,2218,12.44,178.2958199
1585,4554,25.55,178.2387476
70463,126,0.707,178.2178218
62707,7648,42.929,178.1546274
13346,6735,37.806,178.146326
61316,282,1.583,178.1427669
47884,229,1.286,178.0715397
12018,7930,44.537,178.0542021
4854,1580,8.877,177.988059
23141,6471,36.36,177.970297
54207,176,0.989,177.9575329
95324,7324,41.161,177.9354243
13036,8680,48.786,177.9198951
6377,2962,16.662,177.7697755
16673,5519,31.053,177.7283998
28345,12592,70.851,177.725085
49922,1043,5.87,177.6831346
12594,4275,24.066,177.6364996
30275,19,0.107,177.5700935
29696,4125,23.233,177.5491757
61081,21934,123.54,177.5457342
5902,188,1.059,177.5259679
29207,11592,65.409,177.2233179
37725,16919,95.506,177.1511737
32583,25586,144.458,177.1172244
42503,22894,129.322,177.0309769
77367,143,0.808,176.980198
35062,7944,44.893,176.9540908
28033,2749,15.537,176.9324837
22657,10956,61.929,176.9122705
70452,13163,74.448,176.8079734
21710,4515,25.556,176.6708405
76082,17748,100.484,176.6251343
71745,264,1.495,176.5886288
28097,5369,30.406,176.5769914
98531,24121,136.673,176.4869433
71037,19325,109.522,176.4485674
31083,362,2.052,176.4132554
12414,10510,59.607,176.321573
19523,250,1.418,176.3046544
96007,22841,129.557,176.3007788
75402,15920,90.301,176.2992658
44883,29413,166.886,176.2460602
72935,577,3.274,176.2370189
3827,3150,17.882,176.1547925
98360,12221,69.493,175.8594391
68847,16504,93.908,175.7464753
40026,5458,31.058,175.7357203
15077,198,1.127,175.6876664
4421,1366,7.776,175.6687243
95002,2077,11.828,175.6002705
13060,2806,15.992,175.4627314
27350,6530,37.217,175.4574522
94592,742,4.229,175.4551904
14808,591,3.369,175.4229742
25880,6928,39.501,175.3879649
49090,13810,78.812,175.2271228
20637,5423,30.949,175.2237552
62215,1872,10.686,175.1824818
55340,6327,36.118,175.1758126
22664,8753,49.987,175.1055274
61866,14048,80.252,175.0485969
68845,19523,111.555,175.0078437
15020,231,1.32,175
85387,9573,54.706,174.9899463
44875,13818,79.072,174.7521246
28504,21642,123.893,174.6829926
60140,14341,82.1,174.6772229
37748,17857,102.239,174.6593766
63050,15716,90.077,174.4729509
4415,276,1.582,174.4627054
44689,638,3.662,174.2217368
21529,631,3.623,174.1650566
43970,31,0.178,174.1573034
21788,11622,66.756,174.0967104
99338,11555,66.385,174.0604052
47124,4264,24.502,174.0266101
17053,5001,28.762,173.8752521
49093,18380,105.712,173.8686242
16624,204,1.174,173.7649063
75647,13196,75.96,173.7230121
41231,1002,5.768,173.7170596
13655,3512,20.219,173.6980068
27863,11735,67.577,173.6537579
1238,6047,34.833,173.5997474
25611,682,3.929,173.5810639
17945,180,1.037,173.5776278
40744,18334,105.659,173.5204762
8014,504,2.905,173.4939759
37763,15794,91.076,173.4156089
29724,43,0.248,173.3870968
77563,9103,52.503,173.3805687
52761,30678,177.023,173.2995148
19943,11425,65.927,173.2977384
18427,118,0.681,173.2745962
44273,6718,38.776,173.2514958
17702,10721,61.891,173.2238936
40175,13070,75.525,173.0552797
71075,6416,37.078,173.0406171
96760,3001,17.345,173.0181609
96766,14683,84.902,172.9405668
21756,3612,20.888,172.922252
28655,54996,318.052,172.9151208
34120,26147,151.236,172.8887302
27972,244,1.412,172.8045326
8867,5042,29.191,172.7244699
74340,311,1.801,172.6818434
16159,4706,27.258,172.6465625
78548,675,3.91,172.6342711
45176,9100,52.715,172.6263872
50102,87,0.504,172.6190476
30683,6749,39.101,172.6042812
95954,12251,71.028,172.481275
63362,6350,36.826,172.4325205
4084,8088,46.92,172.3785166
77632,22776,132.142,172.3600369
63379,23348,135.504,172.3048766
25306,6417,37.257,172.2360899
6243,60,0.349,171.9197708
23430,17281,100.536,171.8886767
83402,26069,151.67,171.8797389
84312,4028,23.442,171.8283423
14529,67,0.39,171.7948718
28570,21432,124.807,171.7211374
38857,3252,18.95,171.6094987
34771,14280,83.233,171.5665661
61016,4837,28.194,171.5613251
95524,1787,10.42,171.4971209
41008,7457,43.489,171.4686472
12864,36,0.21,171.4285714
19938,8357,48.753,171.4150924
98065,12699,74.096,171.3857698
4061,3369,19.662,171.3457431
19951,1733,10.115,171.3297084
48160,13785,80.507,171.2273467
12571,9918,57.929,171.2095841
35986,7744,45.247,171.1494685
84335,11372,66.462,171.1052933
8514,4477,26.171,171.0672118
61920,25594,149.658,171.0165845
77583,28531,166.833,171.0153267
4653,490,2.866,170.969993
55357,3246,18.992,170.9140691
73701,24808,145.16,170.9010747
51109,3098,18.143,170.754561
48611,6554,38.387,170.7348842
27522,12335,72.277,170.6628665
37303,25461,149.205,170.6444154
77705,40475,237.254,170.597756
92281,2432,14.263,170.5111127
18457,82,0.481,170.4781705
62982,1328,7.79,170.4749679
45694,12147,71.255,170.4722476
46914,4908,28.796,170.4403389
47243,5951,34.946,170.2913066
53104,5426,31.864,170.2862164
81019,1690,9.927,170.2427722
2837,3492,20.522,170.1588539
27941,536,3.15,170.1587302
28379,26388,155.089,170.1474637
52701,108,0.635,170.0787402
16428,12478,73.4,170
25130,3846,22.633,169.9288649
23480,328,1.931,169.8601761
47546,21009,123.799,169.7025016
96731,3292,19.401,169.6819752
19954,1464,8.63,169.6407879
52757,201,1.185,169.6202532
8074,58,0.342,169.5906433
10914,414,2.442,169.5331695
8802,4067,23.99,169.5289704
25430,8112,47.861,169.4908172
55810,8702,51.344,169.484263
44234,4192,24.759,169.3121693
3263,4114,24.306,169.2586193
37321,19113,112.946,169.2224603
46567,9405,55.59,169.1851052
45601,57842,341.979,169.1390407
30740,8600,50.847,169.1348555
44231,8308,49.122,169.1299214
77342,23,0.136,169.1176471
47161,3735,22.09,169.0810321
74901,1992,11.783,169.0571162
61547,3779,22.364,168.9769272
29054,9612,56.912,168.892325
4046,7496,44.391,168.8630578
18413,151,0.895,168.7150838
34240,11501,68.212,168.6066968
93257,75004,445,168.5483146
68028,10839,64.308,168.5482366
78052,6388,37.913,168.4910189
53108,3329,19.76,168.4716599
46164,3957,23.489,168.4618332
14057,8116,48.196,168.3957175
4097,3574,21.227,168.3704716
92230,2550,15.146,168.3612835
50573,68,0.404,168.3168317
49242,15248,90.618,168.2667903
54986,4770,28.359,168.2005712
16142,7056,41.951,168.1962289
38011,9908,58.929,168.1345348
90265,18116,107.799,168.053507
46784,2236,13.313,167.9561331
95006,8979,53.495,167.8474624
10516,5289,31.513,167.8354965
89511,25011,149.043,167.8106318
43456,608,3.625,167.7241379
27009,2647,15.786,167.680223
38070,175,1.044,167.6245211
53120,9679,57.77,167.5437078
15684,841,5.022,167.4631621
85339,35586,212.511,167.4548612
2814,7496,44.769,167.4372892
10998,3122,18.653,167.3725406
54937,19112,114.19,167.3701725
97471,29100,173.891,167.3462111
49855,33561,200.614,167.2914154
33503,108,0.646,167.1826625
64686,271,1.621,167.1807526
17066,5348,31.998,167.135446
78639,7334,43.899,167.065309
74429,14445,86.492,167.0096656
32609,18756,112.308,167.0050219
17314,5929,35.51,166.9670515
66770,1158,6.936,166.9550173
22846,1855,11.122,166.7865492
1467,316,1.895,166.7546174
48854,18598,111.555,166.7159697
54645,81,0.486,166.6666667
70394,14328,86.013,166.5794705
16659,303,1.819,166.5750412
2894,722,4.335,166.5513264
95966,30643,184.065,166.4792329
46122,14671,88.137,166.4567662
33913,17103,102.781,166.4023506
4090,9589,57.654,166.3197697
30234,1934,11.631,166.2797696
16125,18186,109.395,166.2416015
60536,126,0.758,166.2269129
18817,306,1.841,166.2140141
96728,610,3.67,166.2125341
29659,118,0.71,166.1971831
41601,755,4.544,166.153169
62864,24108,145.123,166.1211524
54636,13737,82.697,166.1124346
28373,2150,12.946,166.0744632
18610,5008,30.16,166.0477454
85925,4893,29.47,166.0332542
53963,13910,83.782,166.0261154
53563,10728,64.62,166.0167131
93308,52447,316.008,165.9673173
4554,710,4.279,165.9266184
55363,4496,27.1,165.904059
27531,594,3.583,165.7828635
53182,9412,56.776,165.7742708
15473,3862,23.31,165.6799657
57107,8044,48.56,165.6507414
44436,3836,23.17,165.5589124
47591,26770,161.772,165.4798111
53070,4713,28.488,165.4380792
29506,20960,126.755,165.3583685
37318,1978,11.962,165.3569637
5059,874,5.288,165.279879
53121,19045,115.229,165.2795737
29691,11333,68.573,165.2691292
79111,1808,10.941,165.2499772
72936,14527,87.926,165.2184792
22840,4354,26.375,165.0805687
66503,13428,81.35,165.064536
32310,17402,105.501,164.9463038
46550,12311,74.652,164.9118577
49265,4958,30.072,164.8709763
48429,8944,54.258,164.8420509
45106,12349,74.916,164.8379518
17327,7565,45.926,164.7215085
1430,6089,36.979,164.6610238
28583,281,1.707,164.6162859
21153,323,1.963,164.5440652
21120,6967,42.346,164.525575
63089,5965,36.268,164.4700562
53076,3648,22.186,164.4280177
55021,29732,180.846,164.4050739
62801,22415,136.522,164.185992
12170,4945,30.119,164.1820778
36105,12043,73.38,164.1182884
24847,293,1.786,164.0537514
99702,2647,16.138,164.0228033
60552,4448,27.133,163.9332179
93657,34999,213.578,163.8698742
76084,8327,50.82,163.8528139
48421,6647,40.568,163.8483534
68142,3072,18.755,163.796321
36541,15647,95.626,163.627047
49079,13606,83.156,163.6201838
44730,6050,36.976,163.6196452
43558,13579,83.015,163.5728483
44824,4060,24.826,163.5382261
83634,24494,149.794,163.5178979
30753,6697,40.957,163.5129526
35406,13864,84.794,163.5021346
36511,764,4.673,163.4924032
34139,561,3.435,163.3187773
37148,22320,136.667,163.3166748
72651,1206,7.386,163.2818846
44678,152,0.931,163.2653061
65672,9048,55.419,163.2653061
38506,26521,162.45,163.2563866
87415,1791,10.976,163.1741983
15646,233,1.428,163.1652661
29039,4215,25.836,163.1444496
40108,11583,71.072,162.9755741
35645,14060,86.272,162.9729228
31545,16133,99.011,162.9414913
21776,5735,35.21,162.8798637
18077,2370,14.571,162.6518427
16323,16372,100.68,162.6142233
49431,16875,103.855,162.4861586
78593,6324,38.945,162.3828476
93619,28965,178.404,162.3562252
44618,6858,42.245,162.3387383
21755,5591,34.445,162.3167368
29720,46041,283.692,162.2922042
48855,14752,90.947,162.2043608
4254,3181,19.613,162.1883445
3823,1719,10.6,162.1698113
72088,2391,14.75,162.1016949
22576,1785,11.012,162.0958954
43914,94,0.58,162.0689655
28579,622,3.838,162.0635748
25545,4512,27.842,162.0573235
95547,1222,7.543,162.0045075
49435,3549,21.915,161.9438741
43845,4711,29.091,161.9401189
39465,21386,132.11,161.8802513
42638,207,1.279,161.8451916
11932,1398,8.641,161.7868302
47535,566,3.499,161.760503
68701,30670,189.664,161.7070187
8825,4707,29.117,161.6581379
3461,6014,37.203,161.6536301
1031,1308,8.092,161.641127
4050,230,1.423,161.6303584
17779,235,1.454,161.6231087
4345,11646,72.065,161.6041074
46176,27816,172.138,161.5912814
42431,26916,166.584,161.5761418
52566,168,1.04,161.5384615
41267,1245,7.708,161.5204982
37860,4113,25.467,161.5031217
38760,929,5.756,161.3968033
85614,21895,135.71,161.3366738
33001,315,1.953,161.2903226
8098,9090,56.365,161.2702918
27504,14566,90.381,161.1621912
74344,14412,89.531,160.9721772
17026,3616,22.465,160.9614957
7435,2405,14.943,160.944924
19330,5421,33.697,160.8748553
13669,16452,102.277,160.8572797
26181,6127,38.091,160.8516447
62088,6960,43.271,160.8467565
44662,9656,60.051,160.7966562
41534,273,1.698,160.7773852
62254,6089,37.876,160.761432
67052,8325,51.792,160.7391103
45807,12221,76.043,160.7117026
48179,3274,20.376,160.6792305
13612,2852,17.755,160.6308082
93001,32990,205.393,160.6189111
51011,79,0.492,160.5691057
72921,13787,85.866,160.5641348
31324,20495,127.683,160.5147122
7865,2189,13.649,160.3780497
77360,5280,32.938,160.3011719
23076,606,3.781,160.2750595
62914,3147,19.64,160.2342159
35060,414,2.584,160.2167183
30751,91,0.568,160.2112676
14870,9821,61.301,160.2094582
21154,6464,40.36,160.1585728
74019,17648,110.192,160.1568172
31098,2888,18.038,160.106442
87532,18223,113.837,160.0797632
98802,28719,179.455,160.0345491
93250,13522,84.574,159.8836522
26431,5950,37.224,159.843112
55804,14592,91.309,159.8090002
30423,120,0.751,159.7869507
70436,629,3.937,159.7663195
49230,10475,65.58,159.7285758
64078,8902,55.737,159.7143729
3253,6219,38.94,159.7072419
7931,3296,20.639,159.6976598
15710,266,1.666,159.6638655
61548,12085,75.7,159.6433289
67110,8415,52.73,159.5865731
10931,1023,6.411,159.5694899
30814,8150,51.078,159.5598888
5201,14851,93.09,159.5337845
17532,3381,21.2,159.4811321
16057,13909,87.225,159.4611637
30527,4043,25.357,159.4431518
8318,12702,79.666,159.4406648
61240,5870,36.827,159.3939229
18438,1172,7.353,159.3907249
95901,31314,196.558,159.3117553
54022,22358,140.343,159.3096913
60950,12168,76.384,159.300377
35128,10197,64.015,159.2907912
44830,18962,119.115,159.1906981
26547,2376,14.927,159.17465
6784,3689,23.184,159.1183575
17979,168,1.056,159.0909091
92055,15655,98.499,158.9356237
35988,1940,12.208,158.9121887
16201,18214,114.653,158.8619574
86351,6349,39.975,158.8242652
44473,3823,24.073,158.8086238
49107,10382,65.405,158.7340417
40065,28025,176.571,158.7180228
8092,3673,23.147,158.6814706
70435,16603,104.668,158.6253678
37172,28714,181.023,158.6207278
54155,5451,34.369,158.6022288
45068,10479,66.077,158.5877083
38866,11897,75.047,158.5273229
49326,3752,23.668,158.5262802
16023,4169,26.301,158.5110832
61021,23745,149.802,158.5092322
24416,8807,55.58,158.4562792
53085,11267,71.127,158.4067935
38053,27932,176.346,158.3931589
14428,8096,51.136,158.3229036
39520,14681,92.736,158.3096101
33525,18439,116.476,158.3072908
2770,5093,32.175,158.2905983
83406,15902,100.466,158.282404
39180,32603,206.061,158.2201387
97031,18375,116.149,158.2019647
70465,776,4.909,158.0770014
42240,42479,268.765,158.0525738
37745,18401,116.461,158.001391
13165,10741,67.983,157.9953812
24517,5693,36.034,157.9896764
49036,24868,157.435,157.9572522
49796,320,2.026,157.946693
41274,585,3.705,157.8947368
48469,1245,7.887,157.8546976
78069,5137,32.561,157.7654249
61350,24246,153.701,157.7478351
57006,24530,155.517,157.7319521
37062,10745,68.166,157.6299035
45861,296,1.878,157.6144835
17959,1422,9.023,157.5972515
28642,5745,36.458,157.5785836
20143,1216,7.717,157.5741869
71601,17327,109.962,157.572616
44021,6444,40.909,157.52035
28725,43,0.273,157.5091575
17322,6012,38.172,157.4976423
35634,9711,61.671,157.4646106
69361,17999,114.345,157.4095938
17922,4783,30.394,157.3665855
24055,13674,86.904,157.346037
27986,2430,15.446,157.3222841
78073,8171,51.943,157.3070481
27546,19471,123.779,157.3045509
36362,4637,29.479,157.2984158
17020,9047,57.519,157.2871573
44657,10334,65.712,157.2619917
78112,7941,50.515,157.2008314
